product_id,brand_id,category,collection_cycle,main_material,weight_grams
PROD_0939,B007,Accessori,Seasonal,Viscosa,536
PROD_0940,B004,Accessori,Seasonal,Cotone Organico,487
PROD_0941,B007,Scarpe,Seasonal,Cotone Organico,762
PROD_0942,B004,Accessori,Weekly,Viscosa,429
PROD_0943,B005,Scarpe,Seasonal,Cotone Organico,986
PROD_0944,B007,Accessori,Seasonal,Cotone Organico,547
PROD_0945,B004,Scarpe,Weekly,Nylon,1088
PROD_0946,B005,T-shirt,Weekly,Poliestere,163
PROD_0947,B002,Maglieria,Seasonal,Cotone Convenzionale,331
PROD_0948,B004,Scarpe,Seasonal,Cotone Convenzionale,1079
PROD_0949,B003,Maglieria,Seasonal,Viscosa,432
PROD_0950,B002,Abiti,Seasonal,Poliestere,518
PROD_0951,B004,Accessori,Seasonal,Lana,386
PROD_0952,B003,T-shirt,Seasonal,Viscosa,151
PROD_0953,B007,Maglieria,Weekly,Nylon,356
PROD_0954,B006,Jeans,Weekly,Viscosa,723
PROD_0955,B002,Abiti,Weekly,Cotone Convenzionale,568
PROD_0956,B006,T-shirt,Seasonal,Poliestere,217
PROD_0957,B004,Accessori,Seasonal,Nylon,464
PROD_0958,B007,Maglieria,Seasonal,Cotone Convenzionale,320
PROD_0959,B003,Abiti,Seasonal,Lana,388
PROD_0960,B002,T-shirt,Seasonal,Poliestere,167
PROD_0961,B005,Scarpe,Seasonal,Cotone Organico,1180
PROD_0962,B007,T-shirt,Weekly,Lana,214
PROD_0963,B002,T-shirt,Seasonal,Lana,170
PROD_0964,B004,Scarpe,Seasonal,Cotone Convenzionale,1028
PROD_0965,B005,Jeans,Weekly,Cotone Convenzionale,649
PROD_0966,B004,T-shirt,Seasonal,Nylon,157
PROD_0967,B005,Maglieria,Seasonal,Poliestere,510
PROD_0968,B002,Maglieria,Weekly,Cotone Convenzionale,472
PROD_0969,B002,Jeans,Seasonal,Lana,647
PROD_0970,B007,Accessori,Weekly,Cotone Convenzionale,585
PROD_0971,B007,Scarpe,Weekly,Viscosa,993
PROD_0972,B006,Accessori,Weekly,Cotone Organico,489
PROD_0973,B003,Maglieria,Seasonal,Cotone Convenzionale,383
PROD_0974,B007,Maglieria,Weekly,Cotone Convenzionale,321
PROD_0975,B004,Abiti,Seasonal,Lana,521
PROD_0976,B003,Maglieria,Seasonal,Lana,559
PROD_0977,B003,Scarpe,Seasonal,Lana,764
PROD_0978,B002,Abiti,Weekly,Lana,452
PROD_0979,B005,Abiti,Weekly,Cotone Organico,524
PROD_0980,B005,Accessori,Seasonal,Cotone Convenzionale,371
PROD_0981,B001,Accessori,Weekly,Viscosa,359
PROD_0982,B005,Maglieria,Seasonal,Viscosa,368
PROD_0983,B005,T-shirt,Seasonal,Cotone Organico,207
PROD_0984,B002,Scarpe,Weekly,Poliestere,998
PROD_0985,B007,Jeans,Seasonal,Cotone Convenzionale,765
PROD_0986,B001,Accessori,Seasonal,Poliestere,385
PROD_0987,B005,T-shirt,Seasonal,Cotone Convenzionale,159
PROD_0988,B004,Accessori,Weekly,Lana,340
PROD_0989,B003,Scarpe,Weekly,Cotone Organico,1136
PROD_0990,B006,Jeans,Weekly,Cotone Organico,522
PROD_0991,B003,Abiti,Weekly,Cotone Organico,436
PROD_0992,B003,Abiti,Weekly,Cotone Convenzionale,487
PROD_0993,B002,Abiti,Weekly,Cotone Organico,320
PROD_0994,B005,Scarpe,Seasonal,Nylon,930
PROD_0995,B001,Accessori,Seasonal,Viscosa,525
PROD_0996,B005,Jeans,Seasonal,Cotone Convenzionale,647
PROD_0997,B005,Scarpe,Weekly,Poliestere,1014
PROD_0998,B002,Maglieria,Weekly,Nylon,344
PROD_0999,B001,Accessori,Seasonal,Lana,533
